pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SI,2025-09-19,92.7,-1.46,5.11,"Woo, Bryan",660821,693433,field_out,hit_into_play,,,,,5,Jesús Sánchez flies out to center fielder Julio Rodríguez.,R,L,R,HOU,SEA,X,8.0,fly_ball,3,2,2025,-1.57,0.57,-0.0113848052437885,2.6522623272829966,,,,2,5,Bot,112.87,50.0,,,,,7.135235268652923,-134.73366993754047,-1.631173980071598,-20.69842858332409,34.473333087034135,-25.09759547074961,3.53,1.65,369.0,98.9,28.0,91.9,2228.0,6.3,776262,663728,647304,593871,553993,641487,668227,677594,645302,54.22,0.408,0.7642380952380952,0.0,1.0,0.0,0.0,6.0,39,6,Sinker,0,2,0,2,2,0,0,2,Infield shade,Standard,233.0,-0.017,-0.328,71.3,6.2,1.465,0.328,98.9,-2,-2,0.238,0.238,25,27,25,28,2,1,6.0,2.0,28,1.0,2.12,1.57,-1.57,21.5,4.747727165090506,6.062555102588925,25.31347341284352,35.1698029679606,33.41236562243604
SI,2025-09-19,94.5,-1.4,5.11,"Woo, Bryan",660821,693433,,ball,,,,,11,Ball,R,L,R,HOU,SEA,B,,,2,2,2025,-1.34,0.28,-0.1037452718452833,3.896093667247205,,,,2,5,Bot,,,,,,,6.339877386926906,-137.3792560740155,1.960726735458315,-18.408184587954665,33.47803681251018,-29.345214747591548,3.43096164739885,1.5647669935092,,,,93.8,2297.0,6.1,776262,663728,647304,593871,553993,641487,668227,677594,645302,54.35,,,,,,,,39,5,Sinker,0,2,0,2,2,0,0,2,Infield shade,Standard,233.0,0.005,0.104,,,,-0.104,,-2,-2,0.233,0.233,25,27,25,28,2,1,6.0,2.0,28,1.0,2.3,1.34,-1.34,22.0,,,,,
SL,2025-09-19,89.9,-1.53,5.12,"Woo, Bryan",660821,693433,,ball,,,,,13,Ball,R,L,R,HOU,SEA,B,,,1,2,2025,0.07,0.66,-0.2679945150250421,1.348252013737557,,,,2,5,Bot,,,,,,,2.989797966391985,-130.90058695922116,-4.798557406201414,0.2073334557507951,27.4710835658902,-23.796324595688763,3.47454725262909,1.60836671089685,,,,90.1,2157.0,6.4,776262,663728,647304,593871,553993,641487,668227,677594,645302,54.13,,,,,,,,39,4,Slider,0,2,0,2,2,0,0,2,Infield shade,Standard,215.0,0.002,0.042,,,,-0.042,,-2,-2,0.231,0.231,25,27,25,28,2,1,6.0,2.0,28,1.0,2.16,-0.07,0.07,21.9,,,,,
FF,2025-09-19,95.9,-1.67,5.1,"Woo, Bryan",660821,693433,,foul,,,,,1,Foul,R,L,R,HOU,SEA,S,,,1,1,2025,-1.03,1.21,-0.4264155573053498,3.3407007016068144,,,,2,5,Bot,,,,,,,5.602404932735834,-139.48093408132388,-1.685105480201842,-14.747085760231329,35.69337281802429,-16.409773516479397,3.53,1.65,234.0,76.3,45.0,95.1,2294.0,6.2,776262,663728,647304,593871,553993,641487,668227,677594,645302,54.32,,,,,,,,39,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,231.0,-0.003,-0.062,50.5,5.5,,0.062,88.0,-2,-2,0.234,0.234,25,27,25,28,2,1,6.0,2.0,28,1.0,1.3,1.03,-1.03,19.8,-12.696330483040285,30.977612530981364,25.57725204464017,40.83089874550256,19.202945815668393
SI,2025-09-19,96.0,-1.33,5.15,"Woo, Bryan",660821,693433,,called_strike,,,,,2,Called Strike,R,L,R,HOU,SEA,S,,,1,0,2025,-1.45,0.53,-0.0193518614747454,3.4692263628949886,,,,2,5,Bot,,,,,,,6.72031371354882,-139.60584836627322,-0.0078181774077951,-20.45215878034325,34.751024877654736,-25.500512240131872,3.50967630696635,1.64318758788782,,,,95.3,2371.0,6.2,776262,663728,647304,593871,553993,641487,668227,677594,645302,54.34,,,,,,,,39,2,Sinker,0,2,0,2,2,0,0,2,Standard,Standard,227.0,-0.003,-0.054,,,,0.054,,-2,-2,0.237,0.237,25,27,25,28,2,1,6.0,2.0,28,1.0,1.97,1.45,-1.45,20.6,,,,,
FF,2025-09-19,95.5,-1.52,5.13,"Woo, Bryan",660821,693433,,ball,,,,,12,Ball,R,L,R,HOU,SEA,B,,,0,0,2025,-0.8,1.22,0.2574797668772249,4.261721583751104,,,,2,5,Bot,,,,,,,6.446153717563779,-138.80243119847455,0.6868407527724071,-11.86315046389154,34.91026826124498,-17.031687727558275,3.51196868076426,1.53609805277351,,,,94.6,2238.0,6.1,776262,663728,647304,593871,553993,641487,668227,677594,645302,54.37,,,,,,,,39,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,236.0,0.002,0.037,,,,-0.037,,-2,-2,0.235,0.235,25,27,25,28,2,1,6.0,2.0,28,1.0,1.32,0.8,-0.8,19.6,,,,,
SL,2025-09-19,90.2,-1.56,5.12,"Woo, Bryan",673237,693433,field_out,hit_into_play,,,,,8,"Yainer Diaz grounds out, shortstop J.P. Crawford to first baseman Josh Naylor.",R,R,R,HOU,SEA,X,6.0,ground_ball,2,1,2025,-0.17,0.26,0.2165592465703439,1.9330128405648748,,,,1,5,Bot,105.63,159.18,,,,,4.760941313887429,-131.2945554171042,-2.4762560836030514,-3.0200474339062597,29.46420870363849,-28.85976526768462,3.14,1.46,39.0,95.5,-1.0,89.8,2226.0,6.1,776262,663728,647304,593871,553993,641487,668227,677594,645302,54.36,0.381,0.343,0.0,1.0,0.0,0.0,2.0,38,4,Slider,0,2,0,2,2,0,0,2,Standard,Standard,202.0,-0.026,-0.298,84.8,7.9,0.381,0.298,95.5,-2,-2,0.261,0.261,25,26,25,27,2,1,6.0,2.0,28,1.0,2.55,0.17,0.17,21.8,11.69580707387895,-7.382147960263731,33.72274192405561,41.13043619671062,36.75993154977635
FF,2025-09-19,95.8,-1.62,5.1,"Woo, Bryan",673237,693433,,ball,,,,,12,Ball,R,R,R,HOU,SEA,B,,,1,1,2025,-1.17,1.19,0.7134443130833072,3.4640543545765574,,,,1,5,Bot,,,,,,,8.767043689898381,-139.20670108254603,-1.3231861308308104,-17.225937544030124,34.69732815709472,-16.71535785462109,3.16053775318723,1.42064166092351,,,,95.0,2320.0,6.2,776262,663728,647304,593871,553993,641487,668227,677594,645302,54.33,,,,,,,,38,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,233.0,0.005,0.055,,,,-0.055,,-2,-2,0.256,0.256,25,26,25,27,2,1,6.0,2.0,28,1.0,1.32,1.17,1.17,19.7,,,,,
FF,2025-09-19,96.3,-1.41,5.13,"Woo, Bryan",673237,693433,,ball,,,,,11,Ball,R,R,R,HOU,SEA,B,,,0,1,2025,-0.96,1.14,-0.9132974588246356,4.677728144948842,,,,1,5,Bot,,,,,,,3.483828234445469,-140.14105206015003,1.821369793523861,-13.40259958194076,34.79186834265427,-17.967520910331732,3.16058379300905,1.38383748136207,,,,95.4,2311.0,6.0,776262,663728,647304,593871,553993,641487,668227,677594,645302,54.49,,,,,,,,38,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,232.0,0.002,0.029,,,,-0.029,,-2,-2,0.254,0.254,25,26,25,27,2,1,6.0,2.0,28,1.0,1.34,0.96,0.96,21.6,,,,,
FF,2025-09-19,97.2,-1.5,5.11,"Woo, Bryan",673237,693433,,swinging_strike,,,,,11,Swinging Strike,R,R,R,HOU,SEA,S,,,0,0,2025,-1.06,1.08,-0.166843904734981,3.657191377598844,,,,1,5,Bot,,,,,,,5.978768354885966,-141.3640492833786,-0.7771399238882026,-15.580301057752326,35.64146323147899,-17.86470190471573,3.14,1.46,,,,96.5,2350.0,6.2,776262,663728,647304,593871,553993,641487,668227,677594,645302,54.32,,,,,,,,38,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,234.0,-0.003,-0.039,66.3,6.0,,0.039,,-2,-2,0.257,0.257,25,26,25,27,2,1,6.0,2.0,28,1.0,1.36,1.06,1.06,21.6,0.0554887939009535,37.962838677861605,22.07534686567002,35.61673496440628,13.177647601979151
